#
# conName	cFromPadded	cToPadded	cFromUnpadded	cToUnpadded	type	rName	rFromPadded	rToPadded	rFromUnpadded	rToUnpadded	comment
#
302_c1	19320	19326	18983	18988	HAF2	701-9700000-9720000:18445:fwd	573	579	563	568	
302_c1	19320	18785	18983	18462	HAF3	164-9700000-9720000:19002:rev	5	540	5	529	
302_c1	18988	18987	18663	18662	R454	164-9700000-9720000:19002:rev	337	338	323	325	
302_c1	18876	18875	18552	18551	R454	164-9700000-9720000:19002:rev	449	450	435	436	
302_c1	18818	18817	18495	18494	R454	164-9700000-9720000:19002:rev	507	508	494	497	
302_c1	18810	19253	18487	18919	HAF3	341-9700000-9720000:18503:fwd	5	448	5	433	
302_c1	19254	19257	18920	18923	HAF2	341-9700000-9720000:18503:fwd	449	452	434	437	
302_c1	19260	19387	18925	19048	HAF3	341-9700000-9720000:18503:fwd	455	582	438	563	
302_c1	19305	19306	18968	18969	R454	341-9700000-9720000:18503:fwd	500	501	482	483	
302_c1	19358	19359	19020	19021	R454	341-9700000-9720000:18503:fwd	553	554	535	537	
302_c1	19488	18923	19148	18599	HAF3	556-9700000-9720000:19167:rev	5	570	5	553	
302_c1	19188	19187	18856	18855	R454	556-9700000-9720000:19167:rev	305	306	294	296	
302_c1	19168	19167	18836	18835	R454	556-9700000-9720000:19167:rev	325	326	315	317	
302_c1	19114	19113	18786	18785	R454	556-9700000-9720000:19167:rev	379	380	367	369	
302_c1	19585	19011	19244	18686	HAF3	268-9700000-9720000:19263:rev	5	579	5	561	
302_c1	19209	19208	18876	18875	R454	268-9700000-9720000:19263:rev	381	382	372	373	
302_c1	19272	19266	18937	18931	HAF2	142-9700000-9720000:18956:rev	5	11	5	11	
302_c1	19265	18805	18930	18482	HAF3	142-9700000-9720000:18956:rev	12	472	12	457	
302_c1	18956	19253	18631	18919	HAF3	405-9700000-9720000:18647:fwd	5	302	5	292	
302_c1	19229	19230	18896	18897	R454	405-9700000-9720000:18647:fwd	278	279	269	270	
302_c1	19254	19258	18920	-1	HAF2	405-9700000-9720000:18647:fwd	303	307	293	297	
302_c1	19259	19321	18924	18984	HAF3	405-9700000-9720000:18647:fwd	308	370	298	357	
302_c1	19398	18918	19058	18594	HAF3	263-9700000-9720000:19078:rev	5	485	5	467	
302_c1	19367	19366	19029	19028	R454	263-9700000-9720000:19078:rev	36	37	35	36	
302_c1	19183	18625	18851	18304	HAF3	315-9700000-9720000:18870:rev	5	563	5	553	
302_c1	18847	18846	18524	18523	R454	315-9700000-9720000:18870:rev	341	342	332	334	
302_c1	18707	18706	18386	18385	R454	315-9700000-9720000:18870:rev	481	482	468	469	
302_c1	18691	18690	18370	18369	R454	315-9700000-9720000:18870:rev	497	498	485	487	
302_c1	18662	18661	18341	18340	R454	315-9700000-9720000:18870:rev	526	527	515	517	
302_c1	18607	19093	18288	18766	HAF3	714-9700000-9720000:18304:fwd	5	491	5	481	
302_c1	18917	18918	18593	18594	R454	714-9700000-9720000:18304:fwd	315	316	306	308	
302_c1	18967	18968	18642	18643	R454	714-9700000-9720000:18304:fwd	365	366	355	357	
302_c1	19029	19030	18704	18705	R454	714-9700000-9720000:18304:fwd	427	428	419	421	
302_c1	19003	19246	18678	18913	HAF3	474-9700000-9720000:18687:fwd	11	254	11	243	
302_c1	19100	19101	18772	18773	R454	474-9700000-9720000:18687:fwd	108	109	103	105	
302_c1	19247	19258	18914	-1	HAF2	474-9700000-9720000:18687:fwd	255	266	244	254	
302_c1	19259	19510	18924	19170	HAF3	474-9700000-9720000:18687:fwd	267	518	255	500	
302_c1	19329	19330	18991	18992	R454	474-9700000-9720000:18687:fwd	337	338	322	323	
302_c1	18183	18628	17872	18307	HAF3	457-9700000-9720000:17888:fwd	5	450	5	440	
302_c1	18385	18386	18070	18071	R454	457-9700000-9720000:17888:fwd	207	208	203	205	
302_c1	18386	18388	18071	18073	R454	457-9700000-9720000:17888:fwd	208	210	205	206	
302_c1	18116	18528	17806	18210	HAF3	606-9700000-9720000:17822:fwd	5	417	5	408	
302_c1	18165	18166	17854	17855	R454	606-9700000-9720000:17822:fwd	54	55	53	55	
302_c1	18524	18117	18206	17807	HAF3	785-9700000-9720000:18225:rev	5	412	5	405	
302_c1	18450	18449	18132	18131	R454	785-9700000-9720000:18225:rev	79	80	79	81	
302_c1	18274	18273	17961	17960	R454	785-9700000-9720000:18225:rev	255	256	250	251	
302_c1	18161	18520	17850	18202	HAF3	770-9700000-9720000:17866:fwd	5	364	5	363	
302_c1	18243	18244	17931	17932	R454	770-9700000-9720000:17866:fwd	87	88	86	88	
302_c1	18258	18259	17945	17946	R454	770-9700000-9720000:17866:fwd	102	103	101	102	
302_c1	18379	18380	18064	18065	R454	770-9700000-9720000:17866:fwd	223	224	222	223	
302_c1	18409	18410	18093	18094	R454	770-9700000-9720000:17866:fwd	253	254	252	253	
302_c1	18478	18479	18160	18161	R454	770-9700000-9720000:17866:fwd	322	323	321	322	
302_c1	18521	18549	18203	18230	HAF2	770-9700000-9720000:17866:fwd	365	393	364	391	
302_c1	18551	18642	18232	18321	HAF3	770-9700000-9720000:17866:fwd	395	486	392	480	
302_c1	18605	18606	18286	18287	R454	770-9700000-9720000:17866:fwd	449	450	444	445	
302_c1	19010	19383	18685	19044	HAF3	360-9700000-9720000:18701:fwd	5	378	5	363	
302_c1	19176	19177	18844	18845	R454	360-9700000-9720000:18701:fwd	171	172	162	163	
302_c1	19245	19246	18912	18913	R454	360-9700000-9720000:18701:fwd	240	241	232	234	
302_c1	19384	19385	19045	19046	HAF2	360-9700000-9720000:18701:fwd	379	380	364	365	
302_c1	19386	19584	19047	19243	HAF3	360-9700000-9720000:18701:fwd	381	579	366	562	
302_c1	19542	19543	19201	19202	R454	360-9700000-9720000:18701:fwd	537	538	519	521	
302_c1	19542	18975	19201	18650	HAF3	670-9700000-9720000:19232:rev	18	585	18	572	
302_c1	19283	19282	18948	18947	R454	670-9700000-9720000:19232:rev	277	278	271	273	
302_c1	19019	19018	18694	18693	R454	670-9700000-9720000:19232:rev	541	542	526	528	
302_c1	19013	19012	18688	18687	R454	670-9700000-9720000:19232:rev	547	548	533	534	
302_c1	19484	19012	19144	18687	HAF3	178-9700000-9720000:19163:rev	5	477	5	457	
302_c1	19350	19349	19012	19011	R454	178-9700000-9720000:19163:rev	139	140	136	138	
302_c1	19667	19220	19325	18887	HAF3	369-9700000-9720000:19344:rev	5	452	5	446	
302_c1	19532	19531	19192	19191	R454	369-9700000-9720000:19344:rev	140	141	138	140	
302_c1	19291	19290	18955	18954	R454	369-9700000-9720000:19344:rev	381	382	375	377	
302_c1	19761	19259	19414	18924	HAF3	436-9700000-9720000:19433:rev	5	507	5	499	
302_c1	19614	19613	19272	19271	R454	436-9700000-9720000:19433:rev	152	153	147	149	
302_c1	19612	19611	19270	19269	R454	436-9700000-9720000:19433:rev	154	155	150	152	
302_c1	19604	19603	19262	19261	R454	436-9700000-9720000:19433:rev	162	163	159	161	
302_c1	19403	19402	19063	19062	R454	436-9700000-9720000:19433:rev	363	364	358	360	
302_c1	19378	19376	19039	19038	R454	436-9700000-9720000:19433:rev	388	390	383	385	
302_c1	19258	19238	-1	18905	HAF2	436-9700000-9720000:19433:rev	508	528	500	518	
302_c1	19284	19823	18949	19475	HAF3	124-9700000-9720000:18965:fwd	5	544	5	533	
302_c1	19734	19735	19389	19390	R454	124-9700000-9720000:18965:fwd	455	456	446	448	
302_c1	19281	19594	18946	19253	HAF3	257-9700000-9720000:18962:fwd	5	318	5	310	
302_c1	19577	19578	19236	19237	R454	257-9700000-9720000:18962:fwd	301	302	293	294	
302_c1	19594	19595	19253	-1	R454	257-9700000-9720000:18962:fwd	318	319	310	312	
302_c1	19595	19595	-1	-1	HAF2	257-9700000-9720000:18962:fwd	319	319	312	312	
302_c1	19596	19826	19254	19478	HAF3	257-9700000-9720000:18962:fwd	320	550	313	535	
302_c1	19307	19335	18970	18997	HAF2	169-9700000-9720000:18986:fwd	5	33	5	31	
302_c1	19337	19835	18999	19487	HAF3	169-9700000-9720000:18986:fwd	35	533	32	518	
302_c1	19651	19652	19309	19310	R454	169-9700000-9720000:18986:fwd	349	350	340	341	
302_c1	19759	19301	19412	18964	HAF3	201-9700000-9720000:19431:rev	5	463	5	459	
302_c1	19631	19630	19289	19288	R454	201-9700000-9720000:19431:rev	133	134	128	130	
302_c1	19583	19582	19242	19241	R454	201-9700000-9720000:19431:rev	181	182	176	178	
302_c1	19526	19525	19186	19185	R454	201-9700000-9720000:19431:rev	238	239	234	236	
302_c1	19414	19413	19074	19073	R454	201-9700000-9720000:19431:rev	350	351	347	349	
302_c1	19385	19384	19046	19045	R454	201-9700000-9720000:19431:rev	379	380	377	379	
302_c1	19300	19297	-1	18961	HAF2	201-9700000-9720000:19431:rev	464	467	460	463	
302_c1	19296	19215	18960	18882	HAF3	201-9700000-9720000:19431:rev	468	549	464	542	
302_c1	19186	19733	18854	19388	HAF3	605-9700000-9720000:18870:fwd	5	552	5	540	
302_c1	19371	19372	19033	19034	R454	605-9700000-9720000:18870:fwd	190	191	182	183	
302_c1	19533	19534	19193	19194	R454	605-9700000-9720000:18870:fwd	352	353	342	344	
302_c1	19610	19611	19268	19269	R454	605-9700000-9720000:18870:fwd	429	430	417	418	
302_c1	19699	19700	19354	19355	R454	605-9700000-9720000:18870:fwd	518	519	505	506	
302_c1	19700	19216	19355	18883	HAF3	524-9700000-9720000:19374:rev	5	489	5	480	
302_c1	19575	19574	19234	19233	R454	524-9700000-9720000:19374:rev	130	131	126	128	
302_c1	19469	19468	19129	19128	R454	524-9700000-9720000:19374:rev	236	237	232	234	
302_c1	19432	19431	19092	19091	R454	524-9700000-9720000:19374:rev	273	274	270	272	
302_c1	19406	19405	19066	19065	R454	524-9700000-9720000:19374:rev	299	300	297	298	
302_c1	19314	19313	18977	18976	R454	524-9700000-9720000:19374:rev	391	392	385	387	
302_c1	19306	19594	18969	19253	HAF3	597-9700000-9720000:18985:fwd	5	293	5	289	
302_c1	19536	19538	19196	19197	R454	597-9700000-9720000:18985:fwd	235	237	231	233	
302_c1	19595	19595	-1	-1	HAF2	597-9700000-9720000:18985:fwd	294	294	290	290	
302_c1	19596	19750	19254	-1	HAF3	597-9700000-9720000:18985:fwd	295	449	291	445	
302_c1	19639	19640	19297	19298	R454	597-9700000-9720000:18985:fwd	338	339	334	335	
302_c1	19669	19670	19327	19328	R454	597-9700000-9720000:18985:fwd	368	369	365	367	
302_c1	19751	19763	19404	-1	HAF2	597-9700000-9720000:18985:fwd	450	462	446	458	
302_c1	19764	19843	19416	19495	HAF3	597-9700000-9720000:18985:fwd	463	542	459	537	
302_c1	19401	19894	19061	19544	HAF3	657-9700000-9720000:19077:fwd	5	498	5	485	
302_c1	19620	19621	19278	19279	R454	657-9700000-9720000:19077:fwd	224	225	222	224	
302_c1	19895	19914	19545	19562	HAF2	657-9700000-9720000:19077:fwd	499	518	486	503	
302_c1	19868	19562	19519	19221	HAF3	134-9700000-9720000:19538:rev	5	311	5	303	
302_c1	19793	19792	19445	19444	R454	134-9700000-9720000:19538:rev	80	81	79	81	
302_c1	19752	19752	19405	19405	R454	134-9700000-9720000:19538:rev	121	121	121	121	
302_c1	19560	19549	19219	19208	HAF2	134-9700000-9720000:19538:rev	313	324	304	315	
302_c1	19548	19346	19207	19008	HAF3	134-9700000-9720000:19538:rev	325	527	316	518	
302_c1	19482	19481	19142	19141	R454	134-9700000-9720000:19538:rev	391	392	380	382	
302_c1	19453	19452	19113	19112	R454	134-9700000-9720000:19538:rev	420	421	410	412	
302_c1	19400	19399	19060	19059	R454	134-9700000-9720000:19538:rev	473	474	464	466	
302_c1	19375	19374	19037	19036	R454	134-9700000-9720000:19538:rev	498	499	488	490	
302_c1	19440	19954	19100	19601	HAF3	455-9700000-9720000:19116:fwd	5	519	5	506	
302_c1	19723	19724	19378	19379	R454	455-9700000-9720000:19116:fwd	288	289	280	282	
302_c1	19955	19955	19602	19602	HAF2	455-9700000-9720000:19116:fwd	520	520	507	507	
302_c1	19968	19453	19615	19113	HAF3	101-9700000-9720000:19634:rev	5	520	5	511	
302_c1	19856	19855	19507	19506	R454	101-9700000-9720000:19634:rev	117	118	112	114	
302_c1	19697	19696	19352	19351	R454	101-9700000-9720000:19634:rev	276	277	268	270	
302_c1	19629	19628	19287	19286	R454	101-9700000-9720000:19634:rev	344	345	333	335	
302_c1	19558	19557	19217	19216	R454	101-9700000-9720000:19634:rev	415	416	404	406	
302_c1	19516	19515	19176	19175	R454	101-9700000-9720000:19634:rev	457	458	447	449	
302_c1	19524	19915	19184	19563	HAF3	34-9700000-9720000:19200:fwd	5	396	5	385	
302_c1	19728	19729	19383	19384	R454	34-9700000-9720000:19200:fwd	209	210	204	205	
302_c1	19793	19794	19445	19446	R454	34-9700000-9720000:19200:fwd	274	275	267	268	
302_c1	19916	19924	19564	-1	HAF2	34-9700000-9720000:19200:fwd	397	405	386	394	
302_c1	19925	20059	19572	19703	HAF3	34-9700000-9720000:19200:fwd	406	540	395	527	
302_c1	19952	19953	19599	19600	R454	34-9700000-9720000:19200:fwd	433	434	422	424	
302_c1	19550	20083	19209	19725	HAF3	356-9700000-9720000:19225:fwd	5	538	5	523	
302_c1	19757	19758	19410	19411	R454	356-9700000-9720000:19225:fwd	212	213	206	207	
302_c1	19821	19822	19473	19474	R454	356-9700000-9720000:19225:fwd	276	277	270	271	
302_c1	19867	19868	19518	19519	R454	356-9700000-9720000:19225:fwd	322	323	316	318	
302_c1	20020	20021	19665	19666	R454	356-9700000-9720000:19225:fwd	475	476	462	463	
302_c1	20040	20042	19684	19686	R454	356-9700000-9720000:19225:fwd	495	497	482	483	
302_c1	19580	20049	19239	19693	HAF3	109-9700000-9720000:19255:fwd	5	474	5	464	
302_c1	19677	19678	19334	19335	R454	109-9700000-9720000:19255:fwd	102	103	100	102	
302_c1	19809	19810	19461	19462	R454	109-9700000-9720000:19255:fwd	234	235	228	230	
302_c1	19826	19827	19478	19479	R454	109-9700000-9720000:19255:fwd	251	252	246	248	
302_c1	19844	19845	19496	19497	R454	109-9700000-9720000:19255:fwd	269	270	265	267	
302_c1	19915	19916	19563	19564	R454	109-9700000-9720000:19255:fwd	340	341	334	335	
302_c1	19943	19944	19590	19591	R454	109-9700000-9720000:19255:fwd	368	369	361	363	
302_c1	20185	19681	19826	19337	HAF3	718-9700000-9720000:19845:rev	5	509	5	493	
302_c1	19999	19998	19645	19644	R454	718-9700000-9720000:19845:rev	191	192	186	188	
302_c1	19678	19675	19335	19332	HAF2	718-9700000-9720000:19845:rev	512	515	494	497	
302_c1	19674	19641	19331	19299	HAF3	718-9700000-9720000:19845:rev	516	549	498	531	
302_c1	19644	19843	19302	19495	HAF3	618-9700000-9720000:19318:fwd	5	204	5	201	
302_c1	19731	19732	19386	19387	R454	618-9700000-9720000:19318:fwd	92	93	89	91	
302_c1	19747	19748	19402	19403	R454	618-9700000-9720000:19318:fwd	108	109	106	107	
302_c1	19812	19813	19464	19465	R454	618-9700000-9720000:19318:fwd	173	174	169	171	
302_c1	19844	19844	19496	19496	HAF2	618-9700000-9720000:19318:fwd	205	205	202	202	
302_c1	19845	19923	19497	19571	HAF3	618-9700000-9720000:19318:fwd	206	284	203	276	
302_c1	19924	19931	-1	19578	HAF2	618-9700000-9720000:19318:fwd	285	292	277	284	
302_c1	19933	20017	19580	19662	HAF3	618-9700000-9720000:19318:fwd	294	378	285	369	
302_c1	20018	20026	19663	19671	HAF2	618-9700000-9720000:19318:fwd	379	387	370	378	
302_c1	20028	20194	19673	19835	HAF3	618-9700000-9720000:19318:fwd	389	555	379	542	
302_c1	20272	20261	19909	19899	HAF2	672-9700000-9720000:19948:rev	24	35	24	34	
302_c1	20259	19722	19898	19377	HAF3	672-9700000-9720000:19948:rev	37	574	35	556	
302_c1	20027	20026	19672	19671	R454	672-9700000-9720000:19948:rev	269	270	259	261	
302_c1	19847	19846	19499	19498	R454	672-9700000-9720000:19948:rev	449	450	433	435	
302_c1	20264	19808	19902	19460	HAF3	793-9700000-9720000:19932:rev	17	473	17	462	
302_c1	20006	20005	19652	19651	R454	793-9700000-9720000:19932:rev	275	276	269	271	
302_c1	19836	19835	19488	19487	R454	793-9700000-9720000:19932:rev	445	446	433	435	
302_c1	19807	19807	19459	19459	HAF2	793-9700000-9720000:19932:rev	474	474	463	463	
302_c1	19773	19779	19425	19431	HAF2	387-9700000-9720000:19441:fwd	5	11	5	11	
302_c1	19781	20298	19433	19934	HAF3	387-9700000-9720000:19441:fwd	13	530	12	512	
302_c1	19695	20201	19350	19841	HAF3	92-9700000-9720000:19366:fwd	5	511	5	496	
302_c1	20171	20172	19812	19813	R454	92-9700000-9720000:19366:fwd	481	482	466	467	
302_c1	20218	19913	19858	19561	HAF3	298-9700000-9720000:19877:rev	5	310	5	300	
302_c1	20095	20094	19737	19736	R454	298-9700000-9720000:19877:rev	128	129	124	125	
302_c1	19910	19905	19559	19554	HAF2	298-9700000-9720000:19877:rev	313	318	301	306	
302_c1	19904	19782	19553	19434	HAF3	298-9700000-9720000:19877:rev	319	441	307	424	
302_c1	19718	20204	19373	19844	HAF3	37-9700000-9720000:19389:fwd	5	491	5	478	
302_c1	19793	19793	19445	19445	R454	37-9700000-9720000:19389:fwd	80	80	75	75	
302_c1	19919	19920	19567	19568	R454	37-9700000-9720000:19389:fwd	206	207	197	198	
302_c1	19951	19952	19598	19599	R454	37-9700000-9720000:19389:fwd	238	239	229	230	
302_c1	20123	20124	19765	19766	R454	37-9700000-9720000:19389:fwd	410	411	396	398	
302_c1	20164	20165	19805	19806	R454	37-9700000-9720000:19389:fwd	451	452	438	439	
302_c1	19545	20071	19204	19714	HAF3	738-9700000-9720000:19220:fwd	5	531	5	518	
302_c1	19644	19645	19302	19303	R454	738-9700000-9720000:19220:fwd	104	105	103	104	
302_c1	19752	19753	19405	19406	R454	738-9700000-9720000:19220:fwd	212	213	207	209	
302_c1	20019	20020	19664	19665	R454	738-9700000-9720000:19220:fwd	479	480	466	467	
302_c1	19617	19904	19275	19553	HAF3	722-9700000-9720000:19289:fwd	8	295	8	287	
302_c1	19667	19668	19325	19326	R454	722-9700000-9720000:19289:fwd	58	59	58	60	
302_c1	19905	19911	19554	-1	HAF2	722-9700000-9720000:19289:fwd	296	302	288	294	
302_c1	19912	20135	19560	19777	HAF3	722-9700000-9720000:19289:fwd	303	526	295	513	
302_c1	20055	20056	19699	19700	R454	722-9700000-9720000:19289:fwd	446	447	434	436	
302_c1	20085	20086	19727	19728	R454	722-9700000-9720000:19289:fwd	476	477	464	466	
302_c1	19922	19490	19570	19150	HAF3	440-9700000-9720000:19589:rev	5	437	5	426	
302_c1	19741	19740	19396	19395	R454	440-9700000-9720000:19589:rev	186	187	178	180	
302_c1	19688	19687	19344	19343	R454	440-9700000-9720000:19589:rev	239	240	231	233	
302_c1	20100	19693	19742	19348	HAF3	318-9700000-9720000:19771:rev	14	421	14	406	
302_c1	19807	19806	19459	19458	R454	318-9700000-9720000:19771:rev	307	308	295	297	
302_c1	19766	19765	19418	19417	R454	318-9700000-9720000:19771:rev	348	349	336	338	
302_c1	19730	19730	19385	19385	R454	318-9700000-9720000:19771:rev	384	384	371	371	
302_c1	19962	20289	19609	19925	HAF3	253-9700000-9720000:19625:fwd	5	332	5	323	
302_c1	20129	20130	19771	19772	R454	253-9700000-9720000:19625:fwd	172	173	167	168	
302_c1	19772	19344	19424	19006	HAF3	143-9700000-9720000:19456:rev	19	447	19	440	
302_c1	19601	19600	19259	19258	R454	143-9700000-9720000:19456:rev	190	191	183	185	
302_c1	19529	19528	19189	19188	R454	143-9700000-9720000:19456:rev	262	263	254	256	
302_c1	19524	19523	19184	19183	R454	143-9700000-9720000:19456:rev	267	268	260	262	
302_c1	19504	19503	19164	19163	R454	143-9700000-9720000:19456:rev	287	288	281	283	
302_c1	19472	19471	19132	19131	R454	143-9700000-9720000:19456:rev	319	320	314	315	
302_c1	19435	19434	19095	19094	R454	143-9700000-9720000:19456:rev	356	357	352	354	
302_c1	19424	19423	19084	19083	R454	143-9700000-9720000:19456:rev	367	368	364	366	
302_c1	19342	19327	19004	18989	HAF2	143-9700000-9720000:19456:rev	449	464	441	457	
302_c1	19333	19332	18995	18994	R454	143-9700000-9720000:19456:rev	458	459	450	451	
302_c1	19326	19260	18988	18925	HAF3	143-9700000-9720000:19456:rev	465	531	458	522	
302_c1	19316	19315	18979	18978	R454	143-9700000-9720000:19456:rev	475	476	468	470	
302_c1	19257	19251	18923	18917	HAF2	143-9700000-9720000:19456:rev	534	540	523	529	
302_c1	18428	19006	18111	18681	HAF3	349-9700000-9720000:18127:fwd	5	583	5	573	
302_c1	19725	19178	19380	18846	HAF3	398-9700000-9720000:19399:rev	5	552	5	537	
302_c1	19666	19665	19324	19323	R454	398-9700000-9720000:19399:rev	64	65	61	63	
302_c1	19456	19454	19116	19114	R454	398-9700000-9720000:19399:rev	274	276	269	271	
302_c1	19424	19423	19084	19083	R454	398-9700000-9720000:19399:rev	306	307	302	303	
302_c1	19132	18579	-1	18260	HAF3	652-9700000-9720000:18822:rev	5	558	5	545	
302_c1	18721	18720	18399	18398	R454	652-9700000-9720000:18822:rev	416	417	407	409	
302_c1	18670	18669	18349	18348	R454	652-9700000-9720000:18822:rev	467	468	457	458	
302_c1	18650	18649	18329	18328	R454	652-9700000-9720000:18822:rev	487	488	477	478	
302_c1	19920	20268	19568	19905	HAF3	444-9700000-9720000:19576:fwd	15	363	15	349	
302_c1	20091	20092	19733	19734	R454	444-9700000-9720000:19576:fwd	186	187	179	180	
302_c1	20269	20274	19906	-1	HAF2	444-9700000-9720000:19576:fwd	364	369	350	355	
302_c1	20275	20300	19911	19935	HAF3	444-9700000-9720000:19576:fwd	370	395	356	379	
302_c1	20301	20306	19936	19941	HAF2	444-9700000-9720000:19576:fwd	396	401	380	385	
302_c1	20308	20336	19942	19970	HAF3	444-9700000-9720000:19576:fwd	403	431	386	414	
302_c1	20336	20308	19970	19942	HAF3	498-9700000-9720000:19989:rev	5	33	5	33	
302_c1	20306	20301	19941	19936	HAF2	498-9700000-9720000:19989:rev	35	40	34	39	
302_c1	20300	19925	19935	19572	HAF3	498-9700000-9720000:19989:rev	41	416	40	404	
302_c1	19994	19993	19640	19639	R454	498-9700000-9720000:19989:rev	347	348	334	336	
302_c1	19924	19895	-1	19545	HAF2	498-9700000-9720000:19989:rev	417	446	405	431	
302_c1	19894	19845	19544	19497	HAF3	498-9700000-9720000:19989:rev	447	496	432	478	
302_c1	19937	20300	19584	19935	HAF3	628-9700000-9720000:19593:fwd	13	376	13	362	
302_c1	20098	20099	19740	19741	R454	628-9700000-9720000:19593:fwd	174	175	169	170	
302_c1	20301	20306	19936	19941	HAF2	628-9700000-9720000:19593:fwd	377	382	363	368	
302_c1	20308	20336	19942	19970	HAF3	628-9700000-9720000:19593:fwd	384	412	369	397	
302_c1	20055	20232	19699	19872	HAF3	692-9700000-9720000:19706:fwd	15	192	15	185	
302_c1	20175	20176	19816	19817	R454	692-9700000-9720000:19706:fwd	135	136	130	131	
302_c1	20233	20236	19873	19876	HAF2	692-9700000-9720000:19706:fwd	193	196	186	189	
302_c1	20239	20300	19878	19935	HAF3	692-9700000-9720000:19706:fwd	199	260	190	247	
302_c1	20301	20306	19936	19941	HAF2	692-9700000-9720000:19706:fwd	261	266	248	253	
302_c1	20308	20336	19942	19970	HAF3	692-9700000-9720000:19706:fwd	268	296	254	282	
302_c1	13450	13990	13213	13745	HAF3	116-9700000-9720000:13229:fwd	5	545	5	537	
302_c1	13672	13673	13430	13431	R454	116-9700000-9720000:13229:fwd	227	228	220	221	
302_c1	13737	13738	13494	13495	R454	116-9700000-9720000:13229:fwd	292	293	285	287	
302_c1	13838	13839	13595	13596	R454	116-9700000-9720000:13229:fwd	393	394	387	388	
302_c1	13871	13872	13628	13629	R454	116-9700000-9720000:13229:fwd	426	427	421	422	
302_c1	13908	13909	13664	13665	R454	116-9700000-9720000:13229:fwd	463	464	456	457	
302_c1	13154	13698	12925	13456	HAF3	529-9700000-9720000:12941:fwd	5	549	5	530	
302_c1	13504	13505	13266	13267	R454	529-9700000-9720000:12941:fwd	355	356	341	342	
302_c1	13657	13657	13416	13416	HAF2	270-9700000-9720000:13438:rev	5	5	5	5	
302_c1	13656	13655	13415	13414	R454	270-9700000-9720000:13438:rev	6	7	6	8	
302_c1	13656	13123	13415	12894	HAF3	270-9700000-9720000:13438:rev	6	539	6	529	
302_c1	13603	13602	13363	13362	R454	270-9700000-9720000:13438:rev	59	60	60	62	
302_c1	13229	13228	12997	12996	R454	270-9700000-9720000:13438:rev	433	434	425	427	
302_c1	13721	13190	13478	12959	HAF3	731-9700000-9720000:13497:rev	5	536	5	522	
302_c1	13450	13449	13213	13212	R454	731-9700000-9720000:13497:rev	276	277	266	268	
302_c1	13641	13115	13401	12886	HAF3	43-9700000-9720000:13420:rev	5	531	5	518	
302_c1	13539	13083	13301	12854	HAF3	20-9700000-9720000:13320:rev	5	461	5	456	
302_c1	13482	13481	13244	13243	R454	20-9700000-9720000:13320:rev	62	63	62	64	
302_c1	13418	13417	13181	13180	R454	20-9700000-9720000:13320:rev	126	127	126	128	
302_c1	13235	13234	13003	13002	R454	20-9700000-9720000:13320:rev	309	310	304	306	
302_c1	13088	13087	12859	12858	R454	20-9700000-9720000:13320:rev	456	457	450	452	
302_c1	13082	13012	12853	12783	HAF4	20-9700000-9720000:13320:rev	462	532	457	526	
302_c1	12964	13011	12735	12782	HAF3	417-9700000-9720000:12751:fwd	5	52	5	52	
302_c1	13012	13082	12783	12853	HAF4	417-9700000-9720000:12751:fwd	53	123	53	124	
302_c1	13052	13053	12823	12824	R454	417-9700000-9720000:12751:fwd	93	94	93	95	
302_c1	13083	13510	12854	13272	HAF3	417-9700000-9720000:12751:fwd	124	551	125	540	
302_c1	13454	13083	13217	12854	HAF3	766-9700000-9720000:13236:rev	5	376	5	368	
302_c1	13193	13192	12962	12961	R454	766-9700000-9720000:13236:rev	266	267	259	261	
302_c1	13082	13012	12853	12783	HAF4	766-9700000-9720000:13236:rev	377	447	369	439	
302_c1	13027	13026	12798	12797	R454	766-9700000-9720000:13236:rev	432	433	423	425	
302_c1	13011	12945	12782	12717	HAF3	766-9700000-9720000:13236:rev	448	514	440	506	
302_c1	12869	13011	12643	12782	HAF3	581-9700000-9720000:12659:fwd	5	147	5	144	
302_c1	12900	12901	12673	12674	R454	581-9700000-9720000:12659:fwd	36	37	35	36	
302_c1	13012	13082	12783	12853	HAF4	581-9700000-9720000:12659:fwd	148	218	145	216	
302_c1	13034	13035	12805	12806	R454	581-9700000-9720000:12659:fwd	170	171	167	168	
302_c1	13083	13402	12854	13165	HAF3	581-9700000-9720000:12659:fwd	219	538	217	532	
302_c1	13227	13228	12995	12996	R454	581-9700000-9720000:12659:fwd	363	364	359	361	
302_c1	13230	13231	12998	12999	R454	581-9700000-9720000:12659:fwd	366	367	363	365	
302_c1	13311	13312	13078	13079	R454	581-9700000-9720000:12659:fwd	447	448	444	445	
302_c1	13354	13355	13118	13119	R454	581-9700000-9720000:12659:fwd	490	491	485	486	
302_c1	12854	13011	12628	12782	HAF3	773-9700000-9720000:12644:fwd	5	162	5	159	
302_c1	13012	13082	12783	12853	HAF4	773-9700000-9720000:12644:fwd	163	233	160	230	
302_c1	13083	13317	12854	13084	HAF3	773-9700000-9720000:12644:fwd	234	468	231	466	
302_c1	13123	13124	12894	12895	R454	773-9700000-9720000:12644:fwd	274	275	271	272	
302_c1	13232	13233	13000	13001	R454	773-9700000-9720000:12644:fwd	383	384	378	379	
302_c1	13290	13291	13057	13058	R454	773-9700000-9720000:12644:fwd	441	442	437	438	
